route,language,page_family,efr_score,locale_percentile,family_percentile,measured_weight,unmeasured_dimensions,status,word_count,dim_formulaicPhraseDensity,dim_formulaicSyntax,dim_genericIntroductions,dim_promotionalVagueness,dim_specificityDeficit,dim_crossPageSameness,dim_structuralTemplate,dim_punctuationFingerprint,dim_rhythmRepetition,forbidden_count,discouraged_count,density_limited_count,search_protected_count,emdash_count,negative_parallelism,triads,rhetorical_questions,distinct_specific_facts,sentences,closest_page,closest_jaccard,structure_shared_with,top_recurring_patterns,ranking_sensitivity,sensitivity_evidence,likely_upstream_source,recommended_action,confidence
/answers/do-you-need-nitro-for-discord-fonts/,en,answers,9.5,45.1,65.2,100,,scored,988,0,3.5,0,1.8,3.16,0,0,0,1.06,8,0,1,91,8,0,12,1,6,47,,,0,EFR-F-001x8 EFR-L-001x1,unknown,no performance overlay supplied,,no action,medium
/answers/does-zalgo-work-on-roblox/,en,answers,12.4,56.9,68.2,100,,scored,712,0,2.74,0,3.75,4.42,0,0,0.76,0.71,13,0,2,39,13,0,3,2,4,35,,,0,EFR-F-001x13 EFR-L-003x2,unknown,no performance overlay supplied,,no action,medium
/answers/eid-mubarak-meaning-and-reply/,en,answers,19.1,84,86.4,100,,scored,762,0,0.05,0,0,16.36,0,0,1.67,1.06,16,0,0,3,16,0,5,0,1,24,,,0,EFR-F-001x16,unknown,no performance overlay supplied,,monitor,low
/answers/fancy-text-with-n-and-accented-letters/,en,answers,20,86.9,92.4,100,,scored,912,0,0,0,0,13.92,0,0.91,4.39,0.78,15,0,0,29,15,0,3,0,2,32,,,3,EFR-F-001x15,unknown,no performance overlay supplied,,monitor,low
/answers/fathers-day-messages-what-to-write/,en,answers,19.9,86.4,90.9,100,,scored,841,0,4.81,0,0,13.41,0,0.61,0.22,0.83,14,0,0,5,14,0,12,1,2,30,,,2,EFR-F-001x14,unknown,no performance overlay supplied,,monitor,low
/answers/halloween-messages-what-to-write/,en,answers,12.6,57.4,69.7,100,,scored,721,0,4.56,0,0,4.62,0,0,2.53,0.9,17,0,0,11,17,0,10,0,4,29,,,0,EFR-F-001x17,unknown,no performance overlay supplied,,no action,medium
/answers/happy-new-year-wishes-what-to-write/,en,answers,16.7,71,77.3,100,,scored,714,0,6.37,0,0,8.35,0,0,0.74,1.25,13,0,0,3,13,0,12,0,3,20,,,0,EFR-F-001x13,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-change-discord-username/,en,answers,7.5,37,59.1,100,,scored,786,0,6.99,0,0,0,0,0,0,0.5,0,0,0,42,0,0,14,1,9,50,,,0,,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-change-instagram-username/,en,answers,4.1,19.3,34.8,100,,scored,809,0,3.63,0,0,0,0,0,0,0.49,3,0,0,44,3,0,10,1,7,51,,,0,EFR-F-001x3,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-change-minecraft-username/,en,answers,1.7,4.1,12.1,100,,scored,1541,0,0.41,0,0,0,0,0,0.73,0.54,28,0,0,42,28,0,11,0,16,69,,,0,EFR-F-001x28,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-change-roblox-username/,en,answers,4.4,21.5,39.4,100,,scored,1320,0,0,0,0,3.19,0,0,0.76,0.46,18,0,0,44,18,0,7,0,8,82,,,0,EFR-F-001x18,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-change-tiktok-username/,en,answers,1.6,3.5,10.6,100,,scored,545,0,0.53,0,0,0,0,0,0,1.11,0,0,0,29,0,0,4,0,4,36,,,0,,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-change-youtube-channel-name/,en,answers,1,1.5,4.5,100,,scored,884,0,0,0,0,0,0,0.3,0,0.71,3,0,0,28,3,0,4,0,11,35,,,1,EFR-F-001x3,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-make-a-blank-name/,en,answers,1.9,5.1,15.2,100,,scored,702,0,0,0,0,0,0,0.91,0,0.95,7,0,0,8,7,0,0,0,11,29,,,3,EFR-F-001x7,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-make-big-text-in-discord/,en,answers,17.9,80.6,80.3,100,,scored,852,0,2.52,0,7.82,6.98,0,0,0,0.53,13,0,5,45,13,0,9,1,4,47,,,0,EFR-F-001x13 EFR-L-003x5,unknown,no performance overlay supplied,,monitor,low
/answers/how-to-make-bold-text-in-discord/,en,answers,4.5,22,40.9,100,,scored,1097,0,2.75,0,0,0,0,0,1.36,0.35,22,0,0,113,22,0,12,2,10,71,,,0,EFR-F-001x22,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-remove-zalgo-text/,en,answers,4.3,20.8,36.4,100,,scored,742,0,2.53,0,0,0,0,0.61,0.51,0.66,13,0,0,30,13,0,3,2,8,38,,,2,EFR-F-001x13,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-type-kaomoji/,en,answers,2.8,8.3,24.2,100,,scored,616,0,0,0,0,1.99,0,0,0,0.78,2,0,0,4,2,0,1,0,4,32,,,0,EFR-F-001x2,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-uncover-redacted-text/,en,answers,9.2,43.7,63.6,100,,scored,987,2.03,0.98,0,2.7,3.14,0,0,0.08,0.26,16,1,2,19,16,0,4,1,6,49,,,0,EFR-F-001x16 EFR-L-003x2 EFR-D-001x1,unknown,no performance overlay supplied,,no action,medium
/answers/how-to-underline-in-discord/,en,answers,3.3,10.7,30.3,100,,scored,851,0,1.8,0,0,0.45,0,0,0.55,0.46,15,0,0,82,15,0,8,1,6,54,,,0,EFR-F-001x15,unknown,no performance overlay supplied,,no action,medium
/answers/,en,answers,6.4,31.7,56.1,100,,scored,1602,0,3.7,0,0,0,0,0,0.71,1.96,29,0,0,72,29,0,20,3,24,122,,,0,EFR-F-001x29,unknown,no performance overlay supplied,,no action,medium
/answers/is-fancy-text-bad-for-accessibility/,en,answers,20.5,88.6,93.9,100,,scored,672,0,1.41,0,0,11.75,0,0.61,5.95,0.74,11,0,0,23,11,0,1,1,2,34,,,2,EFR-F-001x11,unknown,no performance overlay supplied,,monitor,low
/answers/is-fancy-text-bad-for-seo/,en,answers,4.9,24.4,43.9,100,,scored,650,0,0,0,0,2.94,0,0,1.54,0.46,8,0,0,28,8,0,0,0,4,27,,,0,EFR-F-001x8,unknown,no performance overlay supplied,,no action,medium
/answers/is-linkedin-bold-text-safe/,en,answers,8.1,39.1,62.1,100,,scored,1111,0,0,0,0,7.52,0,0,0.07,0.48,18,0,0,43,18,0,2,0,5,52,,,0,EFR-F-001x18,unknown,no performance overlay supplied,,no action,medium
/answers/is-zalgo-text-safe/,en,answers,3.3,10.7,30.3,100,,scored,829,0,2.4,0,0,0,0,0.61,0,0.31,13,0,0,22,13,0,8,2,10,40,,,2,EFR-F-001x13,unknown,no performance overlay supplied,,no action,medium
/answers/merry-christmas-in-different-languages/,en,answers,16,69,75.8,100,,scored,746,0,1.71,0,0,8.85,0,0,4.95,0.45,23,0,0,3,23,0,5,1,3,28,,,0,EFR-F-001x23,unknown,no performance overlay supplied,,no action,medium
/answers/mothers-day-messages-what-to-write/,en,answers,17.7,79.9,78.8,100,,scored,758,0,4.14,0,0,12.68,0,0,0,0.86,12,0,0,3,12,0,10,1,2,29,,,0,EFR-F-001x12,unknown,no performance overlay supplied,,monitor,low
/answers/teacher-appreciation-card-what-to-write/,en,answers,19.4,85,89.4,100,,scored,1163,0,2.94,0,0,15.23,0,0.3,0,0.94,18,0,0,5,18,0,7,3,2,49,,,1,EFR-F-001x18,unknown,no performance overlay supplied,,monitor,low
/answers/valentines-day-messages-what-to-write/,en,answers,18.1,81.3,81.8,100,,scored,849,0,3.27,0,0,13.47,0,0.61,0,0.78,12,0,0,4,12,0,10,1,2,32,,,2,EFR-F-001x12,unknown,no performance overlay supplied,,monitor,low
/answers/what-are-discord-display-name-styles/,en,answers,1.9,5.1,15.2,100,,scored,1129,0,0,0,0,0.35,0,0,0.87,0.68,21,0,0,68,21,0,2,0,8,55,,,0,EFR-F-001x21,unknown,no performance overlay supplied,,no action,medium
/answers/what-does-o7-mean/,en,answers,24.1,95.8,95.5,100,,scored,412,0,1.99,0,0,20,0,0.3,0,1.79,3,0,0,1,3,0,4,0,0,21,,,1,EFR-F-001x3,unknown,no performance overlay supplied,,conservative page edit,medium
/answers/what-does-owo-mean/,en,answers,25.8,97.9,97,100,,scored,459,0,2.72,0,0,20,0,0.91,1.21,0.96,9,0,0,2,9,0,5,1,0,26,,,3,EFR-F-001x9,unknown,no performance overlay supplied,,conservative page edit,medium
/answers/what-does-uwu-mean/,en,answers,25.9,98.2,98.5,100,,scored,503,0,3.36,0,0,20,0,0.91,0.64,0.96,9,0,0,2,9,0,6,0,0,26,,,3,EFR-F-001x9,unknown,no performance overlay supplied,,conservative page edit,medium
/answers/what-does-xd-mean/,en,answers,15.1,66,72.7,100,,scored,403,0,0,0,0,13.12,0,0.3,0,1.7,5,0,0,2,5,0,0,0,1,22,,,1,EFR-F-001x5,unknown,no performance overlay supplied,,no action,medium
/answers/what-font-does-discord-use/,en,answers,2.9,9.1,27.3,100,,scored,314,0,1.9,0,0,0,0,0,0,1.04,2,0,0,27,2,0,3,0,5,12,,,0,EFR-F-001x2,unknown,no performance overlay supplied,,no action,medium
/answers/what-font-does-facebook-use/,en,answers,7.5,37,59.1,100,,scored,613,0,6.07,0,0,0,0,0.91,0,0.54,3,0,0,34,3,0,10,0,7,23,,,3,EFR-F-001x3,unknown,no performance overlay supplied,,no action,medium
/answers/what-font-does-instagram-use/,en,answers,5,24.9,45.5,100,,scored,658,0,0.69,0,2.03,0,0,0.3,0,2.02,8,0,1,45,8,0,5,0,7,27,,,1,EFR-F-001x8 EFR-L-003x1,unknown,no performance overlay supplied,,no action,medium
/answers/what-font-does-linkedin-use/,en,answers,5.9,29.2,51.5,100,,scored,939,0,3.79,0,0,0,0,0,1.06,1.09,14,0,0,50,14,0,4,3,7,38,,,0,EFR-F-001x14,unknown,no performance overlay supplied,,no action,medium
/answers/what-font-does-pinterest-use/,en,answers,15.1,66,72.7,100,,scored,898,0,1.6,0,0,10.74,0,0,1.11,1.67,16,0,0,56,16,0,7,1,3,30,,,0,EFR-F-001x16,unknown,no performance overlay supplied,,no action,medium
/answers/what-font-does-roblox-use/,en,answers,3,9.6,28.8,100,,scored,1060,0,1.3,0,0,0,0,0,0,1.69,16,0,0,63,16,0,5,1,12,37,,,0,EFR-F-001x16,unknown,no performance overlay supplied,,no action,medium
/answers/what-font-does-snapchat-use/,en,answers,4.7,23.4,42.4,100,,scored,1406,0,0,0,0,2.25,0,0,1.55,0.91,29,0,0,104,29,0,9,0,9,69,,,0,EFR-F-001x29,unknown,no performance overlay supplied,,no action,medium
/answers/what-font-does-tiktok-use/,en,answers,6.2,30.7,54.5,100,,scored,632,0,1.86,0,0,2.45,0,0.3,0,1.57,4,0,0,47,4,0,6,0,4,25,,,1,EFR-F-001x4,unknown,no performance overlay supplied,,no action,medium
/answers/what-font-does-twitter-use/,en,answers,1.3,2.2,7.6,100,,scored,474,0,0,0,0,0,0,0,0,1.25,2,0,0,16,2,0,2,0,6,20,,,0,EFR-F-001x2,unknown,no performance overlay supplied,,no action,medium
/answers/what-font-does-whatsapp-use/,en,answers,13.5,60.5,71.2,100,,scored,786,2.54,7.63,0,0,0,0,0,1.27,2.02,13,1,0,40,13,1,5,0,7,24,,,0,EFR-F-001x13 EFR-D-002x1,unknown,no performance overlay supplied,,no action,medium
/answers/what-font-does-youtube-use/,en,answers,6,30.3,53,100,,scored,612,0,5.08,0,0,0,0,0,0,0.96,5,0,0,39,5,0,9,0,7,26,,,0,EFR-F-001x5,unknown,no performance overlay supplied,,no action,medium
/answers/what-is-a-tiktok-handle/,en,answers,2.4,6.9,19.7,100,,scored,472,0,1.23,0,0,0,0,0,0,1.14,5,0,0,30,5,0,4,0,6,22,,,0,EFR-F-001x5,unknown,no performance overlay supplied,,no action,medium
/answers/what-is-ascii/,en,answers,5.1,25.2,47,100,,scored,1112,0,2.1,0,2.4,0,0,0,0,0.64,17,0,2,25,17,0,11,0,10,39,,,0,EFR-F-001x17 EFR-L-003x2,unknown,no performance overlay supplied,,no action,medium
/answers/what-is-kaomoji/,en,answers,6.8,33.7,57.6,100,,scored,497,0,0.97,0,0,3.26,0,0.91,0.04,1.63,8,0,0,9,8,0,4,0,3,23,,,3,EFR-F-001x8,unknown,no performance overlay supplied,,no action,medium
/answers/where-do-fancy-fonts-work-username-vs-display-name/,en,answers,4,18.3,33.3,100,,scored,694,0,0,0,0,0,0,0,3.32,0.68,18,0,0,41,18,0,1,0,11,37,,,0,EFR-F-001x18,unknown,no performance overlay supplied,,no action,medium
/answers/why-does-copied-fancy-text-lose-formatting/,en,answers,2.8,8.3,24.2,100,,scored,864,0,0,0,0,0,0,0.91,1.23,0.64,17,0,0,24,17,0,1,0,8,39,,,3,EFR-F-001x17,unknown,no performance overlay supplied,,no action,medium
/answers/why-fancy-text-looks-different-on-iphone-vs-android/,en,answers,4.3,20.8,36.4,100,,scored,642,0,0,0,0,2.72,0,0.61,0.38,0.61,11,0,0,9,11,0,0,0,4,29,,,2,EFR-F-001x11,unknown,no performance overlay supplied,,no action,medium
/answers/why-fancy-text-removes-accents/,en,answers,10.7,49.2,66.7,100,,scored,1305,0,1.09,0,0,5.13,0,0.61,3.07,0.85,26,0,0,29,26,0,2,1,7,44,,,2,EFR-F-001x26,unknown,no performance overlay supplied,,no action,medium
/answers/why-is-my-name-showing-as-boxes/,en,answers,2.2,6.2,18.2,100,,scored,726,0,0,0,0,0,0,0.61,1.1,0.47,14,0,0,4,14,0,1,0,7,32,,,2,EFR-F-001x14,unknown,no performance overlay supplied,,no action,medium
/answers/why-was-my-game-name-rejected/,en,answers,0.7,0.6,0,100,,scored,766,0,0,0,0,0,0,0,0,0.69,9,0,0,22,9,0,1,0,12,36,,,0,EFR-F-001x9,unknown,no performance overlay supplied,,no action,medium
/answers/why-wont-discord-accept-fancy-username/,en,answers,1,1.5,4.5,100,,scored,474,0,0,0,0,0,0,0,0,1.03,7,0,0,45,7,0,1,0,8,26,,,0,EFR-F-001x7,unknown,no performance overlay supplied,,no action,medium
/answers/why-wont-instagram-accept-my-fancy-username/,en,answers,1.8,4.6,13.6,100,,scored,678,0,0,0,0,0,0,0,1.06,0.69,13,0,0,48,13,0,1,0,13,36,,,0,EFR-F-001x13,unknown,no performance overlay supplied,,no action,medium
/answers/youtube-handle-vs-channel-name/,en,answers,1.4,2.4,9.1,100,,scored,797,0,0.65,0,0,0,0,0,0,0.71,8,0,0,37,8,0,6,0,6,35,,,0,EFR-F-001x8,unknown,no performance overlay supplied,,no action,medium
/ar/addad-al-huruf-wal-kalimat/,ar,other,13.2,55.1,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1298,n/a,0.72,n/a,n/a,8.43,0,0,0,0.37,24,0,0,3,24,,0,1,5,67,,,0,EFR-F-001x24,unknown,no performance overlay supplied,,no action,medium
/ar/answers/,ar,answers,2.9,16.3,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,305,n/a,0,n/a,n/a,0.3,0,0,0.24,1.53,6,0,0,4,6,,0,0,2,12,,,0,EFR-F-001x6,unknown,no performance overlay supplied,,no action,medium
/ar/answers/insha-ism-farigh/,ar,answers,6.2,43.3,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,624,n/a,0,n/a,n/a,0.74,0,2.86,0,0.86,7,0,0,1,7,,0,0,4,29,,,1,EFR-F-001x7,unknown,no performance overlay supplied,,no action,medium
/ar/answers/ism-mustakhdim-am-ism-zahir/,ar,answers,32.8,93.8,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,617,n/a,0,n/a,n/a,20,0,0,2.94,0.69,18,0,0,1,18,,0,0,0,36,,,0,EFR-F-001x18,unknown,no performance overlay supplied,,editorial review,low
/ar/answers/sabab-rafd-ism-allaeba/,ar,answers,28.7,87.6,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,660,n/a,0,n/a,n/a,20,0,0,0,0.69,9,0,0,1,9,,0,0,0,36,,,0,EFR-F-001x9,unknown,no performance overlay supplied,,monitor,low
/ar/answers/what-font-does-pinterest-use/,ar,answers,22.4,75.8,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,784,n/a,1.66,n/a,n/a,12.33,0,0,1.28,0.86,13,0,0,18,13,,0,1,2,29,,,0,EFR-F-001x13,unknown,no performance overlay supplied,,monitor,low
/ar/answers/what-font-does-whatsapp-use/,ar,answers,24,78.7,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,718,n/a,0,n/a,n/a,15.82,0,0,0,1.48,5,0,0,28,5,,0,0,1,21,,,0,EFR-F-001x5,unknown,no performance overlay supplied,,monitor,low
/ar/answers/zuhoor-alism-murabbaat/,ar,answers,28.8,88.2,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,586,n/a,1.6,n/a,n/a,14.87,0,2.86,0.96,0.42,13,0,0,2,13,,0,1,1,30,,,1,EFR-F-001x13,unknown,no performance overlay supplied,,monitor,low
/ar/guide/amaken-khutut-discord/,ar,guide,25.2,81.5,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1343,n/a,1.2,n/a,n/a,15.53,0,0,1,0.42,30,0,0,23,30,,0,2,2,80,,,0,EFR-F-001x30,unknown,no performance overlay supplied,,monitor,low
/ar/guide/,ar,guide,7.8,45.5,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,183,n/a,0,n/a,n/a,0,0,0,3.96,1.64,6,0,0,11,6,,0,0,2,9,,,0,EFR-F-001x6,unknown,no performance overlay supplied,,no action,medium
/ar/guide/ism-discord-amin/,ar,guide,20,71.9,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,966,n/a,0,n/a,n/a,13.78,0,0,0,0.63,16,0,0,9,16,,0,0,2,40,,,0,EFR-F-001x16,unknown,no performance overlay supplied,,no action,medium
/ar/guide/tanseeq-nusus-discord/,ar,guide,17.5,69.1,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,954,n/a,0,n/a,n/a,10.55,0,0,1.8,0.22,24,0,0,43,24,,0,0,3,57,,,0,EFR-F-001x24,unknown,no performance overlay supplied,,no action,medium
/ar/,ar,home,24.6,79.2,,60,formulaicPhraseDensity genericIntroductions promotionalVagueness structuralTemplate,scored,2436,n/a,0.32,n/a,n/a,12.6,0,n/a,1.53,0.33,59,0,0,7,59,,0,1,6,151,,,0,EFR-F-001x59,unknown,no performance overlay supplied,,monitor,low
/ar/khat-snapchat/,ar,other,27.4,84.8,,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,3605,n/a,0.62,n/a,n/a,18.33,0,0,0.56,0.22,75,0,0,22,75,,0,3,2,231,,,0,EFR-F-001x75,unknown,no performance overlay supplied,,monitor,low
/ar/library/aesthetic-symbols/,ar,library,1.2,3.9,11.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,759,n/a,0,n/a,n/a,0,0,0,0,0.86,10,0,0,1,10,,0,0,1,29,,,0,EFR-F-001x10,unknown,no performance overlay supplied,,no action,medium
/ar/library/alamat-sah/,ar,library,4,26.4,58.1,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,265,n/a,0,n/a,n/a,0,0,0,1.84,1.04,5,0,0,1,5,,0,0,0,12,,,0,EFR-F-001x5,unknown,no performance overlay supplied,,no action,medium
/ar/library/alt-codes/,ar,library,8.7,50.6,90.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,676,n/a,3.43,n/a,n/a,0,0,0,1.98,0.89,13,0,0,1,13,,0,2,5,28,,,0,EFR-F-001x13,unknown,no performance overlay supplied,,no action,medium
/ar/library/animal-emojis/,ar,library,1.5,7.3,23.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,440,n/a,0,n/a,n/a,0,0,0.47,0,0.6,6,0,0,1,6,,0,0,0,21,,,1,EFR-F-001x6,unknown,no performance overlay supplied,,no action,medium
/ar/library/arrow-symbols/,ar,library,1.4,5.6,18.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,518,n/a,0,n/a,n/a,0,0,0.47,0,0.52,7,0,0,1,7,,0,0,3,24,,,1,EFR-F-001x7,unknown,no performance overlay supplied,,no action,medium
/ar/library/bracket-symbols/,ar,library,3.4,19.1,51.2,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,467,n/a,0,n/a,n/a,0,0,1.4,0.37,0.66,7,0,0,1,7,,0,0,0,19,,,3,EFR-F-001x7,unknown,no performance overlay supplied,,no action,medium
/ar/library/bullet-point-symbols/,ar,library,2.9,16.3,46.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,468,n/a,0,n/a,n/a,0,0,1.4,0,0.69,4,0,0,0,4,,0,0,2,18,,,3,EFR-F-001x4,unknown,no performance overlay supplied,,no action,medium
/ar/library/chess-symbols/,ar,library,1.7,9.6,27.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,236,n/a,0,n/a,n/a,0,0,0,0,1.25,3,0,0,1,3,,0,0,0,10,,,0,EFR-F-001x3,unknown,no performance overlay supplied,,no action,medium
/ar/library/cross-x-symbols/,ar,library,1.8,11.2,34.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,494,n/a,0,n/a,n/a,0,0,0.47,0.05,0.75,7,0,0,0,7,,0,0,3,18,,,1,EFR-F-001x7,unknown,no performance overlay supplied,,no action,medium
/ar/library/crown-royalty-symbols/,ar,library,1,1.7,4.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,407,n/a,0,n/a,n/a,0,0,0,0,0.74,4,0,0,0,4,,0,0,0,17,,,0,EFR-F-001x4,unknown,no performance overlay supplied,,no action,medium
/ar/library/currency-symbols/,ar,library,1.4,5.6,18.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,518,n/a,0,n/a,n/a,0,0,0,0,1.04,3,0,0,1,3,,0,0,2,24,,,0,EFR-F-001x3,unknown,no performance overlay supplied,,no action,medium
/ar/library/discord-symbols/,ar,library,2.8,15.7,44.2,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,584,n/a,0,n/a,n/a,0,0,0.93,0.53,0.56,9,0,0,8,9,,0,0,1,27,,,2,EFR-F-001x9,unknown,no performance overlay supplied,,no action,medium
/ar/library/emoji-alsalam/,ar,library,16.9,68,97.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,342,n/a,4,n/a,n/a,0,0,0,6.9,1.25,11,0,0,1,11,,0,1,0,12,,,0,EFR-F-001x11,unknown,no performance overlay supplied,,no action,medium
/ar/library/emoji-combos/,ar,library,1.1,3.4,9.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,611,n/a,0,n/a,n/a,0,0,0,0,0.76,3,0,0,2,3,,0,0,0,33,,,0,EFR-F-001x3,unknown,no performance overlay supplied,,no action,medium
/ar/library/emoji-flags/,ar,library,1.3,4.5,14,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,377,n/a,0,n/a,n/a,0,0,0,0,0.96,3,0,0,1,3,,0,0,0,13,,,0,EFR-F-001x3,unknown,no performance overlay supplied,,no action,medium
/ar/library/evil-eye-hamsa-symbols/,ar,library,5.2,34.8,69.8,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,861,n/a,0,n/a,n/a,0,0,0,3.06,0.66,19,0,0,0,19,,0,0,0,38,,,0,EFR-F-001x19,unknown,no performance overlay supplied,,no action,medium
/ar/library/facebook-symbols/,ar,library,6,42.7,83.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,573,n/a,0,n/a,n/a,0,0,0.47,2.63,1.21,12,0,0,7,12,,0,0,0,22,,,1,EFR-F-001x12,unknown,no performance overlay supplied,,no action,medium
/ar/library/fire-emoji/,ar,library,5.4,38.2,79.1,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,424,n/a,0,n/a,n/a,0,0,0.93,1.84,1.09,8,0,0,2,8,,0,0,1,20,,,2,EFR-F-001x8,unknown,no performance overlay supplied,,no action,medium
/ar/library/flower-symbols/,ar,library,2.9,16.3,46.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,479,n/a,0,n/a,n/a,0,0,0.93,0,1.19,5,0,0,0,5,,0,0,0,21,,,2,EFR-F-001x5,unknown,no performance overlay supplied,,no action,medium
/ar/library/fraction-symbols/,ar,library,3.4,19.1,51.2,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,406,n/a,0,n/a,n/a,0,0,0.47,1.22,0.78,7,0,0,0,7,,0,0,0,16,,,1,EFR-F-001x7,unknown,no performance overlay supplied,,no action,medium
